code,name,market,market_cap,naver_group,best_sector,best_corr,2nd_sector,2nd_corr,3rd_sector,3rd_corr
187870,디바이스,KOSDAQ,1871,디스플레이장비및부품,전력기기,0.7459,건설,0.745,석유화학,0.7426
256940,킵스파마,KOSDAQ,1333,비철금속,방산,0.7459,K푸드_수출,0.6069,미용·에스테틱,0.5939
066360,체리부로,KOSDAQ,530,식품,해운,0.7459,건설,0.7282,우주·위성,0.7178
288620,에스프리즘,KOSDAQ,729,전기제품,화장품_브랜드,0.7456,레저·여행,0.7282,화장품_ODM,0.67
304100,솔트룩스,KOSDAQ,2556,IT서비스,엔터·음악,0.7453,AI_인프라,0.7244,방산,0.7133
092460,한라IMS,KOSDAQ,3464,조선,조선,0.7452,의료기기,0.3417,2차전지_셀,0.3148
264660,씨앤지하이테크,KOSDAQ,2231,반도체와반도체장비,반도체_소재부품,0.745,반도체_중소형,0.7122,반도체_장비,0.7092
059210,메타바이오메드,KOSDAQ,1109,건강관리장비와용품,K푸드_수출,0.7448,미용·에스테틱,0.742,화장품_ODM,0.7258
241790,티이엠씨씨엔에스,KOSDAQ,873,반도체와반도체장비,레저·여행,0.7444,핀테크·결제,0.7201,보험,0.7111
053080,케이엔솔,KOSDAQ,1851,기계,반도체_중소형,0.7443,정유,0.7416,디스플레이,0.739
006090,사조오양,KOSPI,769,식품,AI_인프라,0.7442,화장품_ODM,0.7313,에너지유틸리티,0.7162
041520,이엘씨,KOSDAQ,1407,반도체와반도체장비,신재생에너지,0.7441,건설,0.6811,철강,0.6667
016590,신대양제지,KOSPI,4614,포장재,레저·여행,0.7438,미디어·콘텐츠,0.7394,AI_인프라,0.7371
049080,기가레인,KOSDAQ,1723,통신장비,건설,0.7436,해운,0.5686,석유화학,0.5613
317830,에스피시스템스,KOSDAQ,1216,기계,로봇,0.7435,바이오_기술이전,0.6215,자동차_부품,0.5882
299030,하나기술,KOSDAQ,2026,전자장비와기기,반도체_소재부품,0.7433,2차전지_소재부품,0.7201,반도체_대형,0.7177
317450,명인제약,KOSPI,7562,제약,디스플레이,0.7432,생활용품,0.7201,통신,0.7171
006340,대원전선,KOSPI,11958,전기장비,전력기기,0.7423,IT부품,0.6927,디스플레이,0.6321
001390,KG케미칼,KOSPI,3704,자동차,패션·의류,0.7421,레저·여행,0.7398,핀테크·결제,0.7397
036640,HRS,KOSDAQ,825,화학,레저·여행,0.7417,화장품_브랜드,0.6869,화장품_ODM,0.6763
067160,SOOP,KOSDAQ,6115,양방향미디어와서비스,보험,0.7408,AI_인프라,0.5609,B2B_IT서비스,0.5004
215000,골프존,KOSDAQ,3015,"호텔,레스토랑,레저",중국내수식품,0.7407,레저·여행,0.6811,생활용품,0.6595
008970,KBI동양철관,KOSPI,1724,철강,K푸드_수출,0.7402,화장품_ODM,0.689,방산,0.6802
004800,효성,KOSPI,42855,복합기업,2차전지_셀,0.7394,정유,0.678,타이어,0.65
042370,비츠로테크,KOSDAQ,4202,전기제품,석유화학,0.7393,전력기기,0.7241,건설,0.7122
031820,아이티센씨티에스,KOSPI,1003,IT서비스,유통,0.739,철강,0.7274,신재생에너지,0.7206
078600,대주전자재료,KOSDAQ,22678,전자장비와기기,전력기기,0.7389,IT부품,0.7089,반도체_장비,0.6862
214270,FSN,KOSDAQ,811,양방향미디어와서비스,보험,0.7383,AI_인프라,0.7375,은행,0.7148
460940,피앤에스로보틱스,KOSDAQ,1391,건강관리장비와용품,바이오_기술이전,0.7382,로봇,0.605,바이오_임상단계,0.5949
192250,케이사인,KOSDAQ,885,소프트웨어,레저·여행,0.7379,AI_인프라,0.722,핀테크·결제,0.6599
448280,에코아이,KOSDAQ,3259,상업서비스와공급품,레저·여행,0.7379,미용·에스테틱,0.7173,방산,0.7061
394800,쓰리빌리언,KOSDAQ,3442,건강관리기술,바이오_기술이전,0.7374,중소제약,0.6494,바이오_대형CDMO,0.6331
032620,GC메디아이,KOSDAQ,1975,건강관리기술,레저·여행,0.7373,게임,0.6928,물류·육운,0.6594
008350,남선알미늄,KOSPI,2517,비철금속,건설,0.737,우주·위성,0.6137,전력기기,0.6125
013520,화승코퍼레이션,KOSPI,1671,자동차부품,석유화학,0.7362,디스플레이,0.7304,증권,0.726
076610,해성옵틱스,KOSDAQ,1238,핸드셋,우주·위성,0.7362,전력기기,0.7143,자동차_완성차,0.6917
102370,케이옥션,KOSDAQ,771,판매업체,AI_인프라,0.7362,생활용품,0.732,보험,0.6996
417840,저스템,KOSDAQ,3859,반도체와반도체장비,반도체_중소형,0.7356,디스플레이,0.7289,반도체_장비,0.7114
065680,우주일렉트로,KOSDAQ,3880,핸드셋,방산,0.7353,미용·에스테틱,0.6266,AI_인프라,0.6138
357230,에이치피오,KOSDAQ,1170,건강관리업체및서비스,반도체_소재부품,0.7352,반도체_중소형,0.702,디스플레이,0.6943
393210,토마토시스템,KOSDAQ,623,IT서비스,방산,0.7351,K푸드_수출,0.7149,화장품_브랜드,0.6345
042110,에스씨디,KOSDAQ,726,전기제품,철강,0.7348,건설,0.73,해운,0.668
100700,세운메디칼,KOSDAQ,1116,건강관리장비와용품,해운,0.7342,통신,0.7298,건자재,0.7247
010660,화천기계,KOSPI,1061,기계,내수식품,0.734,레저·여행,0.6938,방산,0.6834
417500,제이아이테크,KOSDAQ,1734,반도체와반도체장비,우주·위성,0.7339,건설,0.6939,반도체_장비,0.6919
014910,성문전자,KOSPI,720,전기제품,자동차_완성차,0.7336,자동차_부품,0.6838,우주·위성,0.6242
012200,계양전기,KOSPI,3628,자동차부품,자동차_완성차,0.7332,자동차_부품,0.6738,우주·위성,0.6126
348210,넥스틴,KOSDAQ,7250,반도체와반도체장비,자동차_부품,0.7327,로봇,0.7242,바이오_임상단계,0.6815
355150,코스텍시스,KOSDAQ,4288,반도체와반도체장비,원전,0.7326,석유화학,0.722,신재생에너지,0.6871
159010,아스플로,KOSDAQ,1833,기계,반도체_장비,0.7325,반도체_소재부품,0.6897,전력기기,0.6892
003720,삼영,KOSPI,4348,화학,IT부품,0.7324,2차전지_소재부품,0.6878,석유화학,0.6383
005680,삼영전자,KOSPI,2838,전기제품,건설,0.7324,해운,0.6577,우주·위성,0.6528
161000,애경케미칼,KOSPI,6689,화학,신재생에너지,0.7322,증권,0.6885,화장품_브랜드,0.688
446540,메가터치,KOSDAQ,1692,전자장비와기기,철강,0.7319,석유화학,0.6933,유통,0.6522
217330,싸이토젠,KOSDAQ,1193,건강관리업체및서비스,자동차_부품,0.7319,자동차_완성차,0.6198,로봇,0.5779
058860,KTis,KOSPI,976,상업서비스와공급품,보험,0.7318,생활용품,0.6835,미디어·콘텐츠,0.6802
100590,머큐리,KOSDAQ,1665,통신장비,건설,0.7316,전력기기,0.6415,해운,0.5827
291650,압타머사이언스,KOSDAQ,735,생물공학,해운,0.7315,원전,0.7291,건설,0.7196
317400,자이에스앤디,KOSPI,1657,건설,유통,0.7314,패션·의류,0.7209,건자재,0.7114
066670,디티씨,KOSDAQ,603,핸드셋,패션·의류,0.7312,레저·여행,0.6887,타이어,0.6078
192650,드림텍,KOSPI,4386,핸드셋,자동차_부품,0.7312,바이오_임상단계,0.7216,2차전지_소재부품,0.7111
199800,툴젠,KOSDAQ,11647,생물공학,반도체_대형,0.7309,2차전지_셀,0.7132,반도체_소재부품,0.6842
043370,피에이치에이,KOSDAQ,2700,자동차부품,석유화학,0.7307,반도체_중소형,0.6965,패션·의류,0.6936
005500,삼진제약,KOSPI,2390,제약,레저·여행,0.7306,에너지유틸리티,0.6623,은행,0.6545
456160,지투지바이오,KOSDAQ,11399,제약,바이오_임상단계,0.7304,바이오_기술이전,0.6884,중소제약,0.6596
060150,인선이엔티,KOSDAQ,1937,상업서비스와공급품,내수식품,0.7303,패션·의류,0.6895,신재생에너지,0.6848
460850,동국씨엠,KOSPI,1838,철강,철강,0.7302,건설,0.621,유통,0.571
069260,TKG휴켐스,KOSPI,7031,화학,CMO_CDMO,0.73,타이어,0.6505,은행,0.636
287840,인투셀,KOSDAQ,4859,제약,바이오_기술이전,0.7292,바이오_임상단계,0.6809,의료기기,0.5599
084850,아이티엠반도체,KOSDAQ,3842,전자장비와기기,석유화학,0.729,건설,0.7009,해운,0.6753
117670,알파칩스,KOSDAQ,1203,반도체와반도체장비,전력기기,0.7288,자동차_완성차,0.7144,시멘트,0.6567
108230,톱텍,KOSDAQ,1560,디스플레이장비및부품,반도체_소재부품,0.7283,타이어,0.7181,석유화학,0.6921
073560,우리손에프앤지,KOSDAQ,1182,식품,패션·의류,0.7279,유통,0.7239,내수식품,0.6882
001080,만호제강,KOSPI,2498,철강,의료기기,0.7276,반도체_소재부품,0.6929,반도체_대형,0.6857
388790,라이콤,KOSDAQ,1643,통신장비,전력기기,0.7275,건설,0.671,해운,0.6147
005160,동국산업,KOSDAQ,1735,철강,해운,0.7274,건자재,0.7261,석유화학,0.7105
222420,쎄노텍,KOSDAQ,709,화학,우주·위성,0.7274,유통,0.7252,시멘트,0.6646
089150,케이씨티,KOSDAQ,557,컴퓨터와주변기기,생활용품,0.7272,레저·여행,0.6917,빅플랫폼,0.6887
464500,아이언디바이스,KOSDAQ,507,반도체와반도체장비,반도체_소재부품,0.7265,반도체_중소형,0.6979,디스플레이,0.6441
239890,피엔에이치테크,KOSDAQ,547,디스플레이장비및부품,반도체_중소형,0.7264,디스플레이,0.7193,반도체_소재부품,0.7058
011370,서한,KOSDAQ,1015,건설,신재생에너지,0.7264,증권,0.6721,통신,0.6692
302550,리메드,KOSDAQ,870,건강관리장비와용품,보험,0.7257,AI_인프라,0.5944,항공,0.4692
372910,한컴라이프케어,KOSPI,658,건강관리장비와용품,패션·의류,0.7256,자동차_부품,0.6993,타이어,0.643
060980,HL홀딩스,KOSPI,4203,자동차부품,패션·의류,0.7254,타이어,0.6337,물류·육운,0.5795
035810,이지홀딩스,KOSDAQ,3303,식품,유통,0.7254,패션·의류,0.6811,B2B_IT서비스,0.6569
424980,마이크로투나노,KOSDAQ,769,반도체와반도체장비,반도체_중소형,0.7252,반도체_소재부품,0.6894,패션·의류,0.6546
209640,와이제이링크,KOSDAQ,2397,전자장비와기기,전력기기,0.7251,비철금속,0.6621,IT부품,0.6503
318060,그래피,KOSDAQ,3016,건강관리장비와용품,중소제약,0.7251,CMO_CDMO,0.6365,바이오_대형CDMO,0.6157
063080,컴투스홀딩스,KOSDAQ,1080,게임엔터테인먼트,보험,0.7249,AI_인프라,0.7061,항공,0.4029
002150,도화엔지니어링,KOSPI,2131,건설,건설,0.7248,해운,0.7025,철강,0.6713
238090,앤디포스,KOSDAQ,1018,핸드셋,건설,0.7243,전력기기,0.6274,해운,0.618
126600,BGF에코머티리얼즈,KOSDAQ,2391,화학,자동차_부품,0.7242,석유화학,0.7067,2차전지_소재부품,0.6974
451220,아이엠티,KOSDAQ,1220,반도체와반도체장비,반도체_중소형,0.7239,반도체_장비,0.6769,반도체_소재부품,0.6691
036710,심텍홀딩스,KOSDAQ,2815,전자장비와기기,반도체_소재부품,0.7238,반도체_대형,0.7054,의료기기,0.7009
049950,미래컴퍼니,KOSDAQ,1364,디스플레이장비및부품,로봇,0.7238,바이오_임상단계,0.6292,바이오_대형CDMO,0.6265
019990,에너토크,KOSDAQ,911,기계,화장품_브랜드,0.7229,원전,0.7001,보험,0.6878
000050,경방,KOSPI,2588,"섬유,의류,신발,호화품",패션·의류,0.7225,유통,0.7138,시멘트,0.6646
014530,극동유화,KOSPI,1269,석유와가스,해운,0.7222,시멘트,0.6841,건자재,0.6732
282880,코윈테크,KOSDAQ,1814,기계,반도체_대형,0.7222,자동차_부품,0.7184,로봇,0.7027
156100,엘앤케이바이오,KOSDAQ,1363,건강관리장비와용품,바이오_기술이전,0.7221,타이어,0.6598,자동차_부품,0.637
016580,환인제약,KOSPI,2081,제약,물류·육운,0.7221,에너지유틸리티,0.7058,패션·의류,0.646
014790,HL D&I,KOSPI,1154,건설,건설,0.722,시멘트,0.7135,건자재,0.7063
009680,모토닉,KOSPI,2295,자동차부품,중국내수식품,0.7217,내수식품,0.7183,K푸드_수출,0.6798
095190,신화프리텍,KOSDAQ,1569,기계,반도체_중소형,0.7208,반도체_소재부품,0.6666,반도체_장비,0.6339
085670,뉴프렉스,KOSDAQ,1528,전자장비와기기,반도체_중소형,0.7207,2차전지_소재부품,0.6891,자동차_부품,0.6753
000650,천일고속,KOSPI,3244,도로와철도운송,자동차_부품,0.7203,타이어,0.5995,중소제약,0.5701
081180,쎄크,KOSDAQ,999,전자장비와기기,자동차_부품,0.7197,바이오_대형CDMO,0.5773,로봇,0.5233
217820,원익피앤이,KOSDAQ,1596,전기제품,의료기기,0.7193,타이어,0.719,반도체_소재부품,0.6729
002990,금호건설,KOSPI,1671,건설,핀테크·결제,0.7191,건자재,0.7117,석유화학,0.7087
011500,한농화성,KOSPI,3361,화학,2차전지_소재부품,0.7188,시멘트,0.6375,건자재,0.6372
007340,DN오토모티브,KOSPI,26827,자동차부품,건설,0.7186,해운,0.6423,철강,0.6168
066620,국보디자인,KOSDAQ,1811,건설,보험,0.7186,은행,0.7018,생활용품,0.6162
119500,포메탈,KOSDAQ,518,기계,로봇,0.7183,자동차_부품,0.6574,우주·위성,0.6111
215100,로보로보,KOSDAQ,1434,교육서비스,의료기기,0.7182,로봇,0.5874,반도체_대형,0.5768
054620,APS,KOSDAQ,1098,반도체와반도체장비,우주·위성,0.7181,건설,0.6769,해운,0.6453
003480,한진중공업홀딩스,KOSPI,1638,가스유틸리티,레저·여행,0.718,생활용품,0.7096,내수식품,0.7081
215200,메가스터디교육,KOSDAQ,4602,교육서비스,내수식품,0.7179,신재생에너지,0.6981,레저·여행,0.6498
008040,사조동아원,KOSPI,1491,식품,K푸드_수출,0.7173,화장품_ODM,0.6911,미용·에스테틱,0.6852
048910,대원미디어,KOSDAQ,881,방송과엔터테인먼트,방산,0.7171,K푸드_수출,0.647,보험,0.6111
123410,코리아에프티,KOSDAQ,1921,자동차부품,타이어,0.7167,자동차_부품,0.6923,중소제약,0.6241
037070,파세코,KOSDAQ,1828,가정용기기와용품,패션·의류,0.7166,유통,0.6912,내수식품,0.6822
035510,신세계 I&C,KOSPI,2640,IT서비스,AI_인프라,0.7165,보험,0.5572,B2B_IT서비스,0.5147
155650,와이엠씨,KOSDAQ,862,디스플레이장비및부품,석유화학,0.716,디스플레이,0.6906,건자재,0.6719
102710,이엔에프테크놀로지,KOSDAQ,7443,반도체와반도체장비,레저·여행,0.7148,미용·에스테틱,0.6431,핀테크·결제,0.6405
381620,제닉스로보틱스,KOSDAQ,1676,기계,바이오_임상단계,0.7146,의료기기,0.5833,반도체_대형,0.5749
015860,일진홀딩스,KOSPI,6977,전기장비,핀테크·결제,0.7143,은행,0.6951,정유,0.6916
069410,엔텔스,KOSDAQ,504,IT서비스,레저·여행,0.7142,빅플랫폼,0.6936,방산,0.6923
307750,국전,KOSDAQ,1854,제약,원전,0.7142,신재생에너지,0.6707,핀테크·결제,0.6549
263860,지니언스,KOSDAQ,1399,소프트웨어,방산,0.714,미용·에스테틱,0.7073,레저·여행,0.704
017510,세명전기,KOSDAQ,2105,전기장비,조선,0.7139,화장품_ODM,0.5923,화장품_브랜드,0.5823
489460,바이오비쥬,KOSDAQ,1048,화장품,레저·여행,0.7139,CMO_CDMO,0.695,미용·에스테틱,0.6823
007820,엠엑스로보틱스,KOSDAQ,1167,기계,자동차_부품,0.7135,로봇,0.7007,반도체_중소형,0.6257
182360,큐브엔터,KOSDAQ,1357,방송과엔터테인먼트,엔터·음악,0.7132,방산,0.6844,미디어·콘텐츠,0.4371
049630,재영솔루텍,KOSDAQ,2971,핸드셋,자동차_부품,0.7128,자동차_완성차,0.6097,로봇,0.5891
241690,유니테크노,KOSDAQ,929,자동차부품,중소제약,0.7127,CMO_CDMO,0.6019,2차전지_소재부품,0.5677
017550,수산세보틱스,KOSPI,1875,기계,건설,0.7125,철강,0.5615,해운,0.521
462350,이노스페이스,KOSDAQ,3343,우주항공과국방,자동차_부품,0.7125,로봇,0.6881,자동차_완성차,0.6842
090470,제이스로보틱스,KOSDAQ,1371,전자장비와기기,전력기기,0.7124,시멘트,0.6693,반도체_장비,0.6487
090850,현대이지웰,KOSDAQ,1336,상업서비스와공급품,보험,0.7123,신재생에너지,0.7111,방산,0.691
054920,한컴위드,KOSDAQ,2017,비철금속,핀테크·결제,0.7119,은행,0.6709,레저·여행,0.6694
114840,아이패밀리에스씨,KOSDAQ,1662,화장품,조선,0.7119,K푸드_수출,0.5005,미용·에스테틱,0.4254
065530,와이어블,KOSDAQ,961,무선통신서비스,건설,0.7117,석유화학,0.6983,해운,0.6644
322180,LS티라유텍,KOSDAQ,1853,IT서비스,자동차_부품,0.7116,로봇,0.6942,자동차_완성차,0.6257
331740,아우토크립트,KOSDAQ,1306,자동차부품,내수식품,0.7114,물류·육운,0.71,건자재,0.6721
004590,한국가구,KOSDAQ,1038,식품과기본식료품소매,방산,0.7113,중국내수식품,0.7086,레저·여행,0.7019
039570,HDC랩스,KOSPI,2067,건설,보험,0.7111,방산,0.6964,K푸드_수출,0.6842
083500,에프엔에스테크,KOSDAQ,1637,디스플레이장비및부품,석유화학,0.7106,반도체_소재부품,0.7002,반도체_중소형,0.6749
005420,코스모화학,KOSPI,6033,화학,2차전지_셀,0.7101,2차전지_소재부품,0.7067,석유화학,0.6404
053580,웹케시,KOSDAQ,1055,소프트웨어,방산,0.7098,K푸드_수출,0.6079,미용·에스테틱,0.6
192440,슈피겐코리아,KOSDAQ,1718,핸드셋,철강,0.7097,K푸드_수출,0.6006,신재생에너지,0.5948
187790,나노,KOSDAQ,1838,화학,2차전지_셀,0.7094,타이어,0.685,2차전지_소재부품,0.6556
134580,탑코미디어,KOSDAQ,872,양방향미디어와서비스,조선,0.7088,레저·여행,0.4304,반도체_소재부품,0.3989
439090,마녀공장,KOSDAQ,2893,화장품,화장품_ODM,0.7087,K푸드_수출,0.678,방산,0.6387
290670,대보마그네틱,KOSDAQ,808,전자장비와기기,생활용품,0.7085,레저·여행,0.7011,미디어·콘텐츠,0.6875
032940,원익,KOSDAQ,1733,화장품,B2B_IT서비스,0.7083,레저·여행,0.6559,에너지유틸리티,0.6491
377450,리파인,KOSDAQ,1901,상업서비스와공급품,AI_인프라,0.7081,방산,0.6246,보험,0.5814
008490,서흥,KOSPI,2169,제약,조선,0.7079,레저·여행,0.6944,생활용품,0.5832
111380,동인기연,KOSPI,808,"섬유,의류,신발,호화품",건자재,0.7078,패션·의류,0.6956,유통,0.6891
356860,티엘비,KOSDAQ,10353,반도체와반도체장비,반도체_소재부품,0.7076,반도체_대형,0.6925,의료기기,0.6331
107640,한중엔시에스,KOSDAQ,5411,전기장비,2차전지_셀,0.7076,2차전지_소재부품,0.6892,중소제약,0.6417
114190,강원에너지,KOSDAQ,3591,전자장비와기기,2차전지_셀,0.7067,타이어,0.6426,2차전지_소재부품,0.5862
243070,휴온스,KOSDAQ,4342,제약,레저·여행,0.7064,미용·에스테틱,0.6757,화장품_ODM,0.633
039010,현대에이치티,KOSDAQ,868,통신장비,유통,0.7064,패션·의류,0.6809,내수식품,0.5495
489500,엘케이켐,KOSDAQ,2035,반도체와반도체장비,자동차_부품,0.7062,반도체_중소형,0.686,자동차_완성차,0.6665
003310,대주산업,KOSDAQ,1094,식품,우주·위성,0.7059,시멘트,0.6235,자동차_완성차,0.5729
078070,유비쿼스홀딩스,KOSDAQ,2492,통신장비,건설,0.7059,반도체_장비,0.684,해운,0.6695
002710,TCC스틸,KOSPI,4713,철강,2차전지_셀,0.7055,IT부품,0.6993,2차전지_소재부품,0.6975
005670,푸드웰,KOSDAQ,671,식품,조선,0.7051,화장품_브랜드,0.432,생활용품,0.3965
388050,지투파워,KOSDAQ,2536,전기장비,원전,0.7048,신재생에너지,0.6742,해운,0.6436
094840,슈프리마에이치큐,KOSDAQ,1159,전자장비와기기,건설,0.7044,철강,0.6161,신재생에너지,0.5859
067920,이글루,KOSDAQ,705,IT서비스,건설,0.7043,신재생에너지,0.6939,해운,0.6425
118990,모트렉스,KOSDAQ,2223,자동차부품,자동차_부품,0.7042,비철금속,0.6458,자동차_완성차,0.6303
265560,영화테크,KOSDAQ,1013,자동차부품,건설,0.7041,유통,0.6883,신재생에너지,0.6746
045970,코아시아,KOSDAQ,1434,핸드셋,조선,0.7041,반도체_소재부품,0.5583,반도체_중소형,0.5377
128820,대성산업,KOSPI,3270,석유와가스,타이어,0.7039,패션·의류,0.6728,자동차_부품,0.6527
001340,PKC,KOSPI,2766,화학,비철금속,0.7037,전력기기,0.6934,2차전지_소재부품,0.6854
321550,티움바이오,KOSDAQ,3131,제약,신재생에너지,0.7035,석유화학,0.5739,원전,0.5691
002220,한일철강,KOSPI,1240,철강,의료기기,0.7034,타이어,0.6416,2차전지_셀,0.603
081000,일진다이아,KOSPI,1893,비철금속,디스플레이,0.7034,석유화학,0.6984,반도체_중소형,0.696
052330,코텍,KOSDAQ,2205,디스플레이패널,철강,0.7032,건설,0.5729,유통,0.5564
008060,대덕,KOSPI,6094,전자장비와기기,전력기기,0.7029,유통,0.692,반도체_장비,0.6826
198080,캐프,KOSDAQ,662,핸드셋,건설,0.7026,해운,0.6244,건자재,0.6175
014830,유니드,KOSPI,5373,화학,신재생에너지,0.7023,철강,0.6716,B2B_IT서비스,0.6255
047770,코데즈컴바인,KOSDAQ,1526,"섬유,의류,신발,호화품",2차전지_셀,0.702,디스플레이,0.6823,2차전지_소재부품,0.6522
091440,한울소재과학,KOSDAQ,1000,통신장비,자동차_부품,0.7018,반도체_장비,0.6962,반도체_대형,0.6939
003000,부광약품,KOSPI,5722,제약,전력기기,0.7016,건설,0.6869,해운,0.6776
330350,위더스제약,KOSDAQ,1060,제약,건자재,0.7014,내수식품,0.6744,패션·의류,0.6633
900140,엘브이엠씨홀딩스,KOSPI,3288,자동차,신재생에너지,0.7013,물류·육운,0.6902,레저·여행,0.6888
006880,신송홀딩스,KOSPI,771,식품과기본식료품소매,중국내수식품,0.7012,방산,0.6923,철강,0.6182
037230,한국팩키지,KOSDAQ,660,포장재,신재생에너지,0.7002,해운,0.6099,건설,0.5738
064850,에프앤가이드,KOSDAQ,3451,IT서비스,전력기기,0.6994,건설,0.6538,건자재,0.64
010960,삼호개발,KOSPI,899,건설,내수식품,0.6994,유통,0.6701,물류·육운,0.6405
199430,케이엔알시스템,KOSDAQ,2691,기계,2차전지_셀,0.6994,반도체_대형,0.6914,바이오_임상단계,0.689
017800,현대엘리베이터,KOSPI,35808,기계,미디어·콘텐츠,0.6993,중국내수식품,0.6674,내수식품,0.6433
038290,마크로젠,KOSDAQ,1608,생명과학도구및서비스,타이어,0.6991,중소제약,0.6786,자동차_부품,0.6586
352090,스톰테크,KOSDAQ,1042,가정용기기와용품,신재생에너지,0.699,내수식품,0.665,방산,0.6641
378850,화승알앤에이,KOSPI,679,자동차부품,물류·육운,0.6987,중소제약,0.6328,반도체_소재부품,0.631
019170,신풍제약,KOSPI,5918,제약,AI_인프라,0.6987,은행,0.6662,레저·여행,0.6465
298690,에어부산,KOSPI,2166,항공사,건설,0.6985,통신,0.6768,해운,0.6627
079810,APS이노베이션,KOSDAQ,1209,전기제품,레저·여행,0.6985,석유화학,0.6818,생활용품,0.6664
089010,켐트로닉스,KOSDAQ,6775,전자장비와기기,반도체_소재부품,0.6979,반도체_대형,0.6212,반도체_중소형,0.6152
389140,포바이포,KOSDAQ,1114,방송과엔터테인먼트,방산,0.6979,K푸드_수출,0.6547,미용·에스테틱,0.5813
187660,페니트리움바이오,KOSDAQ,4797,제약,시멘트,0.6977,디스플레이,0.697,반도체_장비,0.6695
003520,영진약품,KOSPI,2829,제약,보험,0.6966,방산,0.6786,AI_인프라,0.6561
025820,이구산업,KOSPI,2217,비철금속,패션·의류,0.6964,반도체_소재부품,0.638,석유화학,0.6231
000430,대원강업,KOSPI,2588,자동차부품,반도체_소재부품,0.6963,반도체_중소형,0.6855,자동차_부품,0.6834
004440,삼일씨엔에스,KOSPI,851,건축자재,건설,0.6957,해운,0.6913,원전,0.6836
067280,멀티캠퍼스,KOSDAQ,1555,교육서비스,K푸드_수출,0.6954,방산,0.6557,미디어·콘텐츠,0.6061
000480,CR홀딩스,KOSPI,2250,비철금속,통신,0.6953,건자재,0.6515,해운,0.6276
180400,DXVX,KOSDAQ,3760,건강관리업체및서비스,우주·위성,0.6946,시멘트,0.69,건자재,0.6364
003960,사조대림,KOSPI,2680,식품,보험,0.6937,화장품_ODM,0.6766,AI_인프라,0.6713
023810,인팩,KOSPI,795,자동차부품,자동차_부품,0.6936,자동차_완성차,0.6743,비철금속,0.5571
009160,SIMPAC,KOSPI,4203,비철금속,패션·의류,0.6934,내수식품,0.678,레저·여행,0.656
104540,코렌텍,KOSDAQ,676,건강관리장비와용품,패션·의류,0.6931,자동차_부품,0.6492,타이어,0.5784
033530,SJG세종,KOSPI,2195,자동차부품,자동차_부품,0.6928,타이어,0.6703,2차전지_셀,0.6548
005250,녹십자홀딩스,KOSPI,7500,제약,대형제약,0.6927,AI_인프라,0.6842,보험,0.641
084670,동양고속,KOSPI,1252,도로와철도운송,자동차_부품,0.6926,중소제약,0.5329,타이어,0.5307
251630,브이원텍,KOSDAQ,1119,기계,반도체_중소형,0.6924,반도체_소재부품,0.6759,자동차_부품,0.6636
102460,이연제약,KOSPI,2126,제약,CMO_CDMO,0.6921,대형제약,0.69,비철금속,0.5474
333430,일승,KOSDAQ,1680,조선,조선,0.6919,바이오_임상단계,0.221,엔터·음악,0.1912
072710,농심홀딩스,KOSPI,4303,식품,레저·여행,0.6917,에너지유틸리티,0.6517,은행,0.6386
064550,바이오니아,KOSDAQ,2454,생물공학,중소제약,0.6917,CMO_CDMO,0.641,물류·육운,0.5584
136540,윈스테크넷,KOSDAQ,1525,소프트웨어,보험,0.6913,AI_인프라,0.6453,에너지유틸리티,0.6283
014190,원익큐브,KOSDAQ,565,화학,자동차_부품,0.6913,자동차_완성차,0.6363,로봇,0.6032
039610,화성밸브,KOSDAQ,905,기계,방산,0.6912,보험,0.458,게임,0.3849
140410,메지온,KOSDAQ,23341,식품,의료기기,0.6909,중소제약,0.6721,자동차_부품,0.6663
271980,제일약품,KOSPI,1983,제약,레저·여행,0.6907,물류·육운,0.6747,핀테크·결제,0.6273
002390,한독,KOSPI,1310,제약,화장품_브랜드,0.6906,에너지유틸리티,0.6053,물류·육운,0.595
418420,라온텍,KOSDAQ,2732,반도체와반도체장비,핀테크·결제,0.6901,레저·여행,0.6696,디스플레이,0.6694
041020,폴라리스오피스,KOSDAQ,2123,자동차부품,보험,0.69,AI_인프라,0.681,방산,0.6671
408900,스튜디오미르,KOSDAQ,799,방송과엔터테인먼트,방산,0.69,생활용품,0.6247,엔터·음악,0.584
475230,엔알비,KOSDAQ,1951,건설,물류·육운,0.69,시멘트,0.673,보험,0.6543
223250,드림씨아이에스,KOSDAQ,1790,제약,중소제약,0.6899,자동차_부품,0.638,의료기기,0.5992
255440,야스,KOSDAQ,1369,디스플레이장비및부품,비철금속,0.6896,자동차_부품,0.6826,2차전지_셀,0.6669
248170,샘표식품,KOSPI,1162,식품,바이오_기술이전,0.6895,반도체_소재부품,0.6332,중소제약,0.6125
100220,비상교육,KOSPI,818,교육서비스,방산,0.6893,보험,0.6005,중국내수식품,0.5992
024880,케이피에프,KOSDAQ,1159,기계,반도체_소재부품,0.6889,반도체_중소형,0.6819,물류·육운,0.6666
389030,지니너스,KOSDAQ,1341,생물공학,우주·위성,0.6884,전력기기,0.6811,원전,0.6375
029480,광무,KOSDAQ,1254,IT서비스,화장품_브랜드,0.6881,화장품_ODM,0.5276,게임,0.4765
000640,동아쏘시오홀딩스,KOSPI,6429,제약,보험,0.6881,에너지유틸리티,0.6856,대형제약,0.6825
